trial,pgo,d,RT
1056,0.75,1,308
1057,0.75,1,309
1058,0.75,1,309
1059,0.75,1,309
1060,0.75,1,309
1061,0.75,1,310
1062,0.75,1,311
1063,0.75,1,311
1064,0.75,1,311
1065,0.75,1,311
1066,0.75,1,312
1067,0.75,1,312
1068,0.75,1,312
1069,0.75,1,312
1070,0.75,1,312
1071,0.75,1,312
1072,0.75,1,313
1073,0.75,1,314
1074,0.75,1,314
1075,0.75,1,314
1076,0.75,1,314
1077,0.75,1,314
1078,0.75,1,314
1079,0.75,1,315
1080,0.75,1,315
1081,0.75,1,315
1082,0.75,1,316
1083,0.75,1,316
1084,0.75,1,316
1085,0.75,1,316
1086,0.75,1,317
1087,0.75,1,317
1088,0.75,1,318
1089,0.75,1,318
1090,0.75,1,318
1091,0.75,1,319
1092,0.75,1,319
1093,0.75,1,319
1094,0.75,1,319
1095,0.75,1,319
1096,0.75,1,319
1097,0.75,1,319
1098,0.75,1,320
1099,0.75,1,320
1100,0.75,1,320
1101,0.75,1,320
1102,0.75,1,321
1103,0.75,1,321
1104,0.75,1,321
1105,0.75,1,321
1106,0.75,1,321
1107,0.75,1,322
1108,0.75,1,322
1109,0.75,1,322
1110,0.75,1,323
1111,0.75,1,323
1112,0.75,1,324
1113,0.75,1,324
1114,0.75,1,324
1115,0.75,1,325
1116,0.75,1,325
1117,0.75,1,325
1118,0.75,1,325
1119,0.75,1,325
1120,0.75,1,325
1121,0.75,1,325
1122,0.75,1,327
1123,0.75,1,327
1124,0.75,1,327
1125,0.75,1,327
1126,0.75,1,327
1127,0.75,1,328
1128,0.75,1,328
1129,0.75,1,329
1130,0.75,1,329
1131,0.75,1,329
1132,0.75,1,329
1133,0.75,1,330
1134,0.75,1,330
1135,0.75,1,330
1136,0.75,1,330
1137,0.75,1,330
1138,0.75,1,331
1139,0.75,1,331
1140,0.75,1,331
1141,0.75,1,331
1142,0.75,1,332
1143,0.75,1,332
1144,0.75,1,332
1145,0.75,1,332
1146,0.75,1,333
1147,0.75,1,333
1148,0.75,1,333
1149,0.75,1,333
1150,0.75,1,333
1151,0.75,1,333
1152,0.75,1,334
1153,0.75,1,334
1154,0.75,1,335
1155,0.75,1,335
1156,0.75,1,335
1157,0.75,1,336
1158,0.75,1,336
1159,0.75,1,336
1160,0.75,1,337
1161,0.75,1,337
1162,0.75,1,337
1163,0.75,1,337
1164,0.75,1,337
1165,0.75,1,337
1166,0.75,1,337
1167,0.75,1,338
1168,0.75,1,338
1169,0.75,1,339
1170,0.75,1,339
1171,0.75,1,339
1172,0.75,1,339
1173,0.75,1,340
1174,0.75,1,340
1175,0.75,1,340
1176,0.75,1,340
1177,0.75,1,340
1178,0.75,1,340
1179,0.75,1,340
1180,0.75,1,341
1181,0.75,1,341
1182,0.75,1,341
1183,0.75,1,341
1184,0.75,1,342
1185,0.75,1,342
1186,0.75,1,342
1187,0.75,1,343
1188,0.75,1,343
1189,0.75,1,344
1190,0.75,1,344
1191,0.75,1,344
1192,0.75,1,345
1193,0.75,1,345
1194,0.75,1,345
1195,0.75,1,345
1196,0.75,1,345
1197,0.75,1,346
1198,0.75,1,346
1199,0.75,1,346
1200,0.75,1,346
1201,0.75,1,346
1202,0.75,1,347
1203,0.75,1,347
1204,0.75,1,347
1205,0.75,1,347
1206,0.75,1,347
1207,0.75,1,347
1208,0.75,1,347
1209,0.75,1,348
1210,0.75,1,348
1211,0.75,1,349
1212,0.75,1,349
1213,0.75,1,349
1214,0.75,1,350
1215,0.75,1,350
1216,0.75,1,350
1217,0.75,1,350
1218,0.75,1,350
1219,0.75,1,350
1220,0.75,1,351
1221,0.75,1,351
1222,0.75,1,351
1223,0.75,1,352
1224,0.75,1,352
1225,0.75,1,353
1226,0.75,1,353
1227,0.75,1,353
1228,0.75,1,353
1229,0.75,1,353
1230,0.75,1,353
1231,0.75,1,354
1232,0.75,1,354
1233,0.75,1,354
1234,0.75,1,355
1235,0.75,1,355
1236,0.75,1,356
1237,0.75,1,356
1238,0.75,1,356
1239,0.75,1,356
1240,0.75,1,356
1241,0.75,1,357
1242,0.75,1,357
1243,0.75,1,358
1244,0.75,1,359
1245,0.75,1,359
1246,0.75,1,359
1247,0.75,1,359
1248,0.75,1,359
1249,0.75,1,360
1250,0.75,1,360
1251,0.75,1,360
1252,0.75,1,361
1253,0.75,1,361
1254,0.75,1,362
1255,0.75,1,362
1256,0.75,1,362
1257,0.75,1,362
1258,0.75,1,362
1259,0.75,1,363
1260,0.75,1,364
1261,0.75,1,365
1262,0.75,1,365
1263,0.75,1,366
1264,0.75,1,366
1265,0.75,1,366
1266,0.75,1,367
1267,0.75,1,367
1268,0.75,1,368
1269,0.75,1,368
1270,0.75,1,368
1271,0.75,1,369
1272,0.75,1,369
1273,0.75,1,369
1274,0.75,1,369
1275,0.75,1,369
1276,0.75,1,369
1277,0.75,1,370
1278,0.75,1,370
1279,0.75,1,370
1280,0.75,1,371
1281,0.75,1,371
1282,0.75,1,372
1283,0.75,1,372
1284,0.75,1,373
1285,0.75,1,373
1286,0.75,1,373
1287,0.75,1,373
1288,0.75,1,374
1289,0.75,1,375
1290,0.75,1,375
1291,0.75,1,375
1292,0.75,1,376
1293,0.75,1,377
1294,0.75,1,377
1295,0.75,1,377
1296,0.75,1,378
1297,0.75,1,378
1298,0.75,1,378
1299,0.75,1,378
1300,0.75,1,379
1301,0.75,1,379
1302,0.75,1,379
1303,0.75,1,380
1304,0.75,1,380
1305,0.75,1,380
1306,0.75,1,380
1307,0.75,1,381
1308,0.75,1,381
1309,0.75,1,381
1310,0.75,1,382
1311,0.75,1,382
1312,0.75,1,382
1313,0.75,1,382
1314,0.75,1,383
1315,0.75,1,383
1316,0.75,1,384
1317,0.75,1,385
1318,0.75,1,386
1319,0.75,1,387
1320,0.75,1,387
1321,0.75,1,388
1322,0.75,1,388
1323,0.75,1,388
1324,0.75,1,388
1325,0.75,1,388
1326,0.75,1,389
1327,0.75,1,390
1328,0.75,1,391
1329,0.75,1,391
1330,0.75,1,392
1331,0.75,1,392
1332,0.75,1,393
1333,0.75,1,393
1334,0.75,1,394
1335,0.75,1,394
1336,0.75,1,395
1337,0.75,1,396
1338,0.75,1,396
1339,0.75,1,400
1340,0.75,1,400
1341,0.75,1,401
1342,0.75,1,401
1343,0.75,1,403
1344,0.75,1,403
1345,0.75,1,404
1346,0.75,1,404
1347,0.75,1,405
1348,0.75,1,405
1349,0.75,1,406
1350,0.75,1,406
1351,0.75,1,407
1352,0.75,1,408
1353,0.75,1,408
1354,0.75,1,411
1355,0.75,1,412
1356,0.75,1,412
1357,0.75,1,414
1358,0.75,1,414
1359,0.75,1,417
1360,0.75,1,419
1361,0.75,1,420
1362,0.75,1,421
1363,0.75,1,422
1364,0.75,1,422
1365,0.75,1,422
1366,0.75,1,423
1367,0.75,1,423
1368,0.75,1,426
1369,0.75,1,426
1370,0.75,1,430
1371,0.75,1,430
1372,0.75,1,432
1373,0.75,1,434
1374,0.75,1,438
1375,0.75,1,439
1376,0.75,1,443
1377,0.75,1,445
1378,0.75,1,446
1379,0.75,1,446
1380,0.75,1,447
1381,0.75,1,448
1382,0.75,1,448
1383,0.75,1,448
1384,0.75,1,448
1385,0.75,1,450
1386,0.75,1,451
1387,0.75,1,456
1388,0.75,1,456
1389,0.75,1,460
1390,0.75,1,463
1391,0.75,1,465
1392,0.75,1,467
1393,0.75,1,469
1394,0.75,1,470
1395,0.75,1,481
1396,0.75,1,491
1397,0.75,1,494
1398,0.75,1,520
1399,0.75,1,531
1400,0.75,1,537
1401,0.75,4,179
1402,0.75,4,188
1403,0.75,4,199
1404,0.75,4,203
1405,0.75,4,203
1406,0.75,4,205
1407,0.75,4,205
1408,0.75,4,206
1409,0.75,4,207
1410,0.75,4,212
1411,0.75,4,213
1412,0.75,4,214
1413,0.75,4,214
1414,0.75,4,214
1415,0.75,4,215
1416,0.75,4,216
1417,0.75,4,216
1418,0.75,4,216
1419,0.75,4,217
1420,0.75,4,218
1421,0.75,4,219
1422,0.75,4,219
1423,0.75,4,219
1424,0.75,4,220
1425,0.75,4,220
1426,0.75,4,220
1427,0.75,4,221
1428,0.75,4,221
1429,0.75,4,221
1430,0.75,4,222
1431,0.75,4,222
1432,0.75,4,223
1433,0.75,4,223
1434,0.75,4,224
1435,0.75,4,225
1436,0.75,4,225
1437,0.75,4,225
1438,0.75,4,226
1439,0.75,4,226
1440,0.75,4,226
1441,0.75,4,227
1442,0.75,4,228
1443,0.75,4,228
1444,0.75,4,228
1445,0.75,4,228
1446,0.75,4,230
1447,0.75,4,230
1448,0.75,4,230
1449,0.75,4,230
1450,0.75,4,231
1451,0.75,4,231
1452,0.75,4,232
1453,0.75,4,233
1454,0.75,4,233
1455,0.75,4,234
1456,0.75,4,234
1457,0.75,4,235
1458,0.75,4,235
1459,0.75,4,235
1460,0.75,4,236
1461,0.75,4,236
1462,0.75,4,237
1463,0.75,4,237
1464,0.75,4,237
1465,0.75,4,238
1466,0.75,4,238
1467,0.75,4,239
1468,0.75,4,239
1469,0.75,4,240
1470,0.75,4,241
1471,0.75,4,242
1472,0.75,4,242
1473,0.75,4,242
1474,0.75,4,242
1475,0.75,4,242
1476,0.75,4,243
1477,0.75,4,243
1478,0.75,4,243
1479,0.75,4,243
1480,0.75,4,243
1481,0.75,4,244
1482,0.75,4,245
1483,0.75,4,245
1484,0.75,4,246
1485,0.75,4,246
1486,0.75,4,247
1487,0.75,4,248
1488,0.75,4,248
1489,0.75,4,248
1490,0.75,4,248
1491,0.75,4,249
1492,0.75,4,249
1493,0.75,4,249
1494,0.75,4,249
1495,0.75,4,250
1496,0.75,4,250
1497,0.75,4,250
1498,0.75,4,251
1499,0.75,4,251
1500,0.75,4,251
1501,0.75,4,251
1502,0.75,4,251
1503,0.75,4,252
1504,0.75,4,252
1505,0.75,4,253
1506,0.75,4,253
1507,0.75,4,253
1508,0.75,4,254
1509,0.75,4,254
1510,0.75,4,254
1511,0.75,4,254
1512,0.75,4,254
1513,0.75,4,254
1514,0.75,4,254
1515,0.75,4,254
1516,0.75,4,255
1517,0.75,4,256
1518,0.75,4,256
1519,0.75,4,256
1520,0.75,4,257
1521,0.75,4,257
1522,0.75,4,257
1523,0.75,4,257
1524,0.75,4,257
1525,0.75,4,257
1526,0.75,4,257
1527,0.75,4,257
1528,0.75,4,258
1529,0.75,4,258
1530,0.75,4,259
1531,0.75,4,259
1532,0.75,4,259
1533,0.75,4,259
1534,0.75,4,259
1535,0.75,4,259
1536,0.75,4,259
1537,0.75,4,259
1538,0.75,4,260
1539,0.75,4,260
1540,0.75,4,260
1541,0.75,4,261
1542,0.75,4,261
1543,0.75,4,261
1544,0.75,4,261
1545,0.75,4,261
1546,0.75,4,261
1547,0.75,4,261
1548,0.75,4,262
1549,0.75,4,262
1550,0.75,4,262
1551,0.75,4,262
1552,0.75,4,262
1553,0.75,4,262
1554,0.75,4,262
1555,0.75,4,262
1556,0.75,4,263
1557,0.75,4,263
1558,0.75,4,263
1559,0.75,4,263
1560,0.75,4,264
1561,0.75,4,264
1562,0.75,4,264
1563,0.75,4,265
1564,0.75,4,265
1565,0.75,4,265
1566,0.75,4,265
1567,0.75,4,266
1568,0.75,4,266
1569,0.75,4,266
1570,0.75,4,266
1571,0.75,4,266
1572,0.75,4,266
1573,0.75,4,267
1574,0.75,4,267
1575,0.75,4,267
1576,0.75,4,267
1577,0.75,4,267
1578,0.75,4,268
1579,0.75,4,268
1580,0.75,4,268
1581,0.75,4,268
1582,0.75,4,268
1583,0.75,4,269
1584,0.75,4,269
1585,0.75,4,269
1586,0.75,4,270
1587,0.75,4,271
1588,0.75,4,271
1589,0.75,4,271
1590,0.75,4,271
1591,0.75,4,271
1592,0.75,4,272
1593,0.75,4,272
1594,0.75,4,272
1595,0.75,4,272
1596,0.75,4,272
1597,0.75,4,273
1598,0.75,4,273
1599,0.75,4,273
1600,0.75,4,273
1601,0.75,4,274
1602,0.75,4,274
1603,0.75,4,274
1604,0.75,4,275
1605,0.75,4,275
1606,0.75,4,275
1607,0.75,4,276
1608,0.75,4,276
1609,0.75,4,276
1610,0.75,4,276
1611,0.75,4,276
1612,0.75,4,276
1613,0.75,4,276
1614,0.75,4,276
1615,0.75,4,277
1616,0.75,4,277
1617,0.75,4,278
1618,0.75,4,278
1619,0.75,4,278
1620,0.75,4,278
1621,0.75,4,279
1622,0.75,4,279
1623,0.75,4,279
1624,0.75,4,279
1625,0.75,4,279
1626,0.75,4,279
1627,0.75,4,279
1628,0.75,4,280
1629,0.75,4,280
1630,0.75,4,280
1631,0.75,4,280
1632,0.75,4,280
1633,0.75,4,281
1634,0.75,4,281
1635,0.75,4,281
1636,0.75,4,281
1637,0.75,4,281
1638,0.75,4,283
1639,0.75,4,283
1640,0.75,4,284
1641,0.75,4,285
1642,0.75,4,285
1643,0.75,4,285
1644,0.75,4,285
1645,0.75,4,285
1646,0.75,4,286
1647,0.75,4,286
1648,0.75,4,286
1649,0.75,4,286
1650,0.75,4,286
1651,0.75,4,287
1652,0.75,4,287
1653,0.75,4,287
1654,0.75,4,287
1655,0.75,4,288
1656,0.75,4,288
1657,0.75,4,288
1658,0.75,4,291
1659,0.75,4,291
1660,0.75,4,291
1661,0.75,4,291
1662,0.75,4,291
1663,0.75,4,291
1664,0.75,4,292
1665,0.75,4,292
1666,0.75,4,292
1667,0.75,4,292
1668,0.75,4,293
1669,0.75,4,293
1670,0.75,4,293
1671,0.75,4,293
1672,0.75,4,294
1673,0.75,4,294
1674,0.75,4,294
1675,0.75,4,295
1676,0.75,4,295
1677,0.75,4,295
1678,0.75,4,295
1679,0.75,4,295
1680,0.75,4,295
1681,0.75,4,295
1682,0.75,4,295
1683,0.75,4,295
1684,0.75,4,296
1685,0.75,4,296
1686,0.75,4,296
1687,0.75,4,296
1688,0.75,4,296
1689,0.75,4,296
1690,0.75,4,296
1691,0.75,4,298
1692,0.75,4,298
1693,0.75,4,298
1694,0.75,4,298
1695,0.75,4,298
1696,0.75,4,299
1697,0.75,4,299
1698,0.75,4,299
1699,0.75,4,299
1700,0.75,4,299
1701,0.75,4,299
1702,0.75,4,300
1703,0.75,4,300
1704,0.75,4,300
1705,0.75,4,301
1706,0.75,4,301
1707,0.75,4,301
1708,0.75,4,301
1709,0.75,4,302
1710,0.75,4,302
1711,0.75,4,302
1712,0.75,4,302
1713,0.75,4,303
1714,0.75,4,303
1715,0.75,4,303
1716,0.75,4,303
1717,0.75,4,304
1718,0.75,4,304
1719,0.75,4,304
1720,0.75,4,304
1721,0.75,4,305
1722,0.75,4,305
1723,0.75,4,306
1724,0.75,4,306
1725,0.75,4,306
1726,0.75,4,306
1727,0.75,4,306
1728,0.75,4,307
1729,0.75,4,307
1730,0.75,4,307
1731,0.75,4,307
1732,0.75,4,307
1733,0.75,4,308
1734,0.75,4,308
1735,0.75,4,308
1736,0.75,4,308
1737,0.75,4,308
1738,0.75,4,309
1739,0.75,4,309
1740,0.75,4,309
1741,0.75,4,309
1742,0.75,4,310
1743,0.75,4,310
1744,0.75,4,310
1745,0.75,4,310
1746,0.75,4,310
1747,0.75,4,310
1748,0.75,4,310
1749,0.75,4,311
1750,0.75,4,312
1751,0.75,4,312
1752,0.75,4,312
1753,0.75,4,312
1754,0.75,4,312
1755,0.75,4,312
1756,0.75,4,312
1757,0.75,4,312
1758,0.75,4,312
1759,0.75,4,312
1760,0.75,4,312
1761,0.75,4,313
1762,0.75,4,313
1763,0.75,4,313
1764,0.75,4,313
1765,0.75,4,313
1766,0.75,4,313
1767,0.75,4,313
1768,0.75,4,313
1769,0.75,4,313
1770,0.75,4,313
1771,0.75,4,313
1772,0.75,4,314
1773,0.75,4,314
1774,0.75,4,314
1775,0.75,4,314
1776,0.75,4,314
1777,0.75,4,315
1778,0.75,4,315
1779,0.75,4,315
1780,0.75,4,315
1781,0.75,4,315
1782,0.75,4,316
1783,0.75,4,316
1784,0.75,4,316
1785,0.75,4,316
1786,0.75,4,317
1787,0.75,4,318
1788,0.75,4,318
1789,0.75,4,318
1790,0.75,4,318
1791,0.75,4,319
1792,0.75,4,319
1793,0.75,4,320
1794,0.75,4,320
1795,0.75,4,321
1796,0.75,4,321
1797,0.75,4,321
1798,0.75,4,321
1799,0.75,4,321
1800,0.75,4,322
1801,0.75,4,322
1802,0.75,4,323
1803,0.75,4,323
1804,0.75,4,323
1805,0.75,4,324
1806,0.75,4,324
1807,0.75,4,324
1808,0.75,4,324
1809,0.75,4,325
1810,0.75,4,326
1811,0.75,4,326
1812,0.75,4,326
1813,0.75,4,326
1814,0.75,4,326
1815,0.75,4,326
1816,0.75,4,326
1817,0.75,4,326
1818,0.75,4,327
1819,0.75,4,327
1820,0.75,4,327
1821,0.75,4,327
1822,0.75,4,327
1823,0.75,4,327
1824,0.75,4,327
1825,0.75,4,328
1826,0.75,4,328
1827,0.75,4,328
1828,0.75,4,328
1829,0.75,4,328
1830,0.75,4,328
1831,0.75,4,329
1832,0.75,4,330
1833,0.75,4,330
1834,0.75,4,330
1835,0.75,4,330
1836,0.75,4,330
1837,0.75,4,331
1838,0.75,4,331
1839,0.75,4,331
1840,0.75,4,332
1841,0.75,4,332
1842,0.75,4,333
1843,0.75,4,334
1844,0.75,4,334
1845,0.75,4,335
1846,0.75,4,335
1847,0.75,4,335
1848,0.75,4,336
1849,0.75,4,336
1850,0.75,4,336
1851,0.75,4,336
1852,0.75,4,337
1853,0.75,4,337
1854,0.75,4,337
1855,0.75,4,337
1856,0.75,4,337
1857,0.75,4,337
1858,0.75,4,337
1859,0.75,4,338
1860,0.75,4,338
1861,0.75,4,338
1862,0.75,4,338
1863,0.75,4,339
1864,0.75,4,339
1865,0.75,4,339
1866,0.75,4,340
1867,0.75,4,340
1868,0.75,4,340
1869,0.75,4,341
1870,0.75,4,341
1871,0.75,4,341
1872,0.75,4,341
1873,0.75,4,341
1874,0.75,4,341
1875,0.75,4,342
1876,0.75,4,342
1877,0.75,4,343
1878,0.75,4,343
1879,0.75,4,343
1880,0.75,4,343
1881,0.75,4,344
1882,0.75,4,344
1883,0.75,4,344
1884,0.75,4,344
1885,0.75,4,344
1886,0.75,4,344
1887,0.75,4,345
1888,0.75,4,345
1889,0.75,4,346
1890,0.75,4,346
1891,0.75,4,347
1892,0.75,4,347
1893,0.75,4,348
1894,0.75,4,348
1895,0.75,4,349
1896,0.75,4,349
1897,0.75,4,349
1898,0.75,4,349
1899,0.75,4,349
1900,0.75,4,350
1901,0.75,4,350
1902,0.75,4,350
1903,0.75,4,350
1904,0.75,4,350
1905,0.75,4,351
1906,0.75,4,351
1907,0.75,4,352
1908,0.75,4,353
1909,0.75,4,353
1910,0.75,4,353
1911,0.75,4,353
1912,0.75,4,353
1913,0.75,4,354
1914,0.75,4,354
1915,0.75,4,354
1916,0.75,4,355
1917,0.75,4,355
1918,0.75,4,355
1919,0.75,4,355
1920,0.75,4,358
1921,0.75,4,358
1922,0.75,4,358
1923,0.75,4,359
1924,0.75,4,359
1925,0.75,4,360
1926,0.75,4,360
1927,0.75,4,360
1928,0.75,4,360
1929,0.75,4,361
1930,0.75,4,362
1931,0.75,4,362
1932,0.75,4,363
1933,0.75,4,363
1934,0.75,4,363
1935,0.75,4,364
1936,0.75,4,364
1937,0.75,4,364
1938,0.75,4,365
1939,0.75,4,366
1940,0.75,4,366
1941,0.75,4,367
1942,0.75,4,367
1943,0.75,4,367
1944,0.75,4,368
1945,0.75,4,368
1946,0.75,4,369
1947,0.75,4,370
1948,0.75,4,372
1949,0.75,4,372
1950,0.75,4,374
1951,0.75,4,374
1952,0.75,4,374
1953,0.75,4,374
1954,0.75,4,374
1955,0.75,4,375
1956,0.75,4,376
1957,0.75,4,379
1958,0.75,4,380
1959,0.75,4,381
1960,0.75,4,382
1961,0.75,4,382
1962,0.75,4,383
1963,0.75,4,383
1964,0.75,4,385
1965,0.75,4,385
1966,0.75,4,388
1967,0.75,4,388
1968,0.75,4,389
1969,0.75,4,391
1970,0.75,4,394
1971,0.75,4,401
1972,0.75,4,403
1973,0.75,4,403
1974,0.75,4,405
1975,0.75,4,406
1976,0.75,4,406
1977,0.75,4,407
1978,0.75,4,407
1979,0.75,4,411
1980,0.75,4,413
1981,0.75,4,414
1982,0.75,4,421
1983,0.75,4,421
1984,0.75,4,423
1985,0.75,4,424
1986,0.75,4,425
1987,0.75,4,431
1988,0.75,4,434
1989,0.75,4,434
1990,0.75,4,437
1991,0.75,4,437
1992,0.75,4,441
1993,0.75,4,442
1994,0.75,4,444
1995,0.75,4,445
1996,0.75,4,446
1997,0.75,4,456
1998,0.75,4,458
1999,0.75,4,466
2000,0.75,4,488
